seq,ts_ms,utc_ts,utc_time,state,temp1_C,press1_hPa,hum_pct,alt_baro_m,temp2_C,press2_hPa,lat,lon,alt_gps_m,speed_ms,heading_deg,gps_sats,gps_fix,m4_errors,m7_errors,nicla_ble_ok,alt_baro_corrected_m,alt_above_ground_baro_m,alt_above_ground_gps_m,gps_baro_diff_m,elapsed_s,p0_used_hPa,gps_ground_ref_m,gps_valid
24,48112,0,--:--:--,PAD,10.68,943.86,31.13,606.6,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,82.64,32.44,,,0.00,953.16,50.2,0
25,49112,0,--:--:--,PAD,10.70,943.91,31.14,606.2,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,82.19,31.99,,,1.00,953.16,50.2,0
26,50112,0,--:--:--,PAD,10.71,943.93,31.14,606.0,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,82.01,31.81,,,2.00,953.16,50.2,0
27,51658,0,--:--:--,PAD,10.72,944.03,31.13,605.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,81.12,30.92,,,3.55,953.16,50.2,0
28,52658,0,--:--:--,PAD,10.74,944.07,31.13,604.8,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,80.76,30.56,,,4.55,953.16,50.2,0
29,53660,0,--:--:--,PAD,10.75,944.13,31.14,604.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,80.23,30.03,,,5.55,953.16,50.2,0
30,54663,0,--:--:--,PAD,10.77,944.17,31.14,603.9,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,79.87,29.67,,,6.55,953.16,50.2,0
31,57533,0,--:--:--,PAD,10.79,944.27,31.15,603.0,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,78.98,28.78,,,9.42,953.16,50.2,0
32,58535,0,--:--:--,PAD,10.81,944.31,31.15,602.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,78.62,28.42,,,10.42,953.16,50.2,0
33,59535,0,--:--:--,PAD,10.82,944.35,31.15,602.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,78.27,28.07,,,11.42,953.16,50.2,0
34,60535,0,--:--:--,PAD,10.83,944.41,31.16,601.8,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,77.73,27.53,,,12.42,953.16,50.2,0
35,62556,0,--:--:--,PAD,10.85,944.46,31.16,601.4,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,77.29,27.09,,,14.44,953.16,50.2,0
36,63556,0,--:--:--,PAD,10.87,944.52,31.17,600.8,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,76.75,26.55,,,15.44,953.16,50.2,0
37,64556,0,--:--:--,PAD,10.88,944.54,31.17,600.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,76.57,26.37,,,16.44,953.16,50.2,0
38,65556,0,--:--:--,PAD,10.89,944.62,31.17,600.0,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,75.86,25.66,,,17.44,953.16,50.2,0
39,68158,0,--:--:--,PAD,10.92,944.74,31.18,598.9,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,74.79,24.59,,,20.05,953.16,50.2,0
40,69158,0,--:--:--,PAD,10.93,944.76,31.18,598.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,74.61,24.41,,,21.05,953.16,50.2,0
41,70158,0,--:--:--,PAD,10.94,944.82,31.18,598.2,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,74.08,23.88,,,22.05,953.16,50.2,0
42,71942,0,--:--:--,PAD,10.96,944.90,31.18,597.5,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,73.36,23.16,,,23.83,953.16,50.2,0
43,72947,0,--:--:--,PAD,10.98,944.95,31.18,597.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,72.92,22.72,,,24.84,953.16,50.2,0
44,73958,0,--:--:--,PAD,10.98,944.97,31.19,596.9,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,72.74,22.54,,,25.85,953.16,50.2,0
45,74958,0,--:--:--,PAD,11.00,945.03,31.19,596.4,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,72.20,22.00,,,26.85,953.16,50.2,0
46,77823,0,--:--:--,PAD,11.03,945.13,31.20,595.5,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,71.31,21.11,,,29.71,953.16,50.2,0
47,78823,0,--:--:--,PAD,11.04,945.19,31.20,595.0,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,70.78,20.58,,,30.71,953.16,50.2,0
48,79823,0,--:--:--,PAD,11.05,945.21,31.19,594.8,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,70.60,20.40,,,31.71,953.16,50.2,0
49,80823,0,--:--:--,PAD,11.06,945.25,31.20,594.4,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,70.24,20.04,,,32.71,953.16,50.2,0
50,82837,0,--:--:--,PAD,11.08,945.33,31.22,593.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,69.53,19.33,,,34.73,953.16,50.2,0
51,83837,0,--:--:--,PAD,11.09,945.35,31.21,593.6,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,69.35,19.15,,,35.73,953.16,50.2,0
52,84837,0,--:--:--,PAD,11.10,945.39,31.21,593.2,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,69.00,18.80,,,36.73,953.16,50.2,0
53,85837,0,--:--:--,PAD,11.11,945.43,31.22,592.9,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,68.64,18.44,,,37.73,953.16,50.2,0
54,87675,0,--:--:--,PAD,11.12,945.46,31.22,592.6,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,68.37,18.17,,,39.56,953.16,50.2,0
55,88675,0,--:--:--,PAD,11.13,945.50,31.22,592.2,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,68.02,17.82,,,40.56,953.16,50.2,0
56,89675,0,--:--:--,PAD,11.14,945.52,31.22,592.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,67.84,17.64,,,41.56,953.16,50.2,0
57,90675,0,--:--:--,PAD,11.15,945.56,31.22,591.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,67.48,17.28,,,42.56,953.16,50.2,0
58,93250,0,--:--:--,PAD,11.17,945.64,31.24,591.0,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,66.77,16.57,,,45.14,953.16,50.2,0
59,94250,0,--:--:--,PAD,11.18,945.66,31.23,590.8,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,66.59,16.39,,,46.14,953.16,50.2,0
60,95250,0,--:--:--,PAD,11.19,945.70,31.23,590.5,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,66.24,16.04,,,47.14,953.16,50.2,0
61,96250,0,--:--:--,PAD,11.19,945.72,31.24,590.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,66.06,15.86,,,48.14,953.16,50.2,0
62,98314,0,--:--:--,PAD,11.21,945.80,31.24,589.6,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,65.34,15.14,,,50.20,953.16,50.2,0
63,99314,0,--:--:--,PAD,11.22,945.84,31.24,589.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,64.99,14.79,,,51.20,953.16,50.2,0
64,100314,0,--:--:--,PAD,11.23,945.84,31.24,589.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,64.99,14.79,,,52.20,953.16,50.2,0
65,101314,0,--:--:--,PAD,11.23,945.86,31.24,589.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,64.81,14.61,,,53.20,953.16,50.2,0
66,103137,0,--:--:--,PAD,11.25,945.92,31.26,588.6,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,64.28,14.08,,,55.02,953.16,50.2,0
67,104137,0,--:--:--,PAD,11.25,945.93,31.25,588.5,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,64.19,13.99,,,56.02,953.16,50.2,0
68,105137,0,--:--:--,PAD,11.26,945.97,31.25,588.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,63.83,13.63,,,57.02,953.16,50.2,0
69,106137,0,--:--:--,PAD,11.26,945.97,31.25,588.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,63.83,13.63,,,58.02,953.16,50.2,0
70,108907,0,--:--:--,PAD,11.28,946.03,31.24,587.6,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,63.30,13.10,,,60.80,953.16,50.2,0
71,109907,0,--:--:--,PAD,11.29,946.05,31.27,587.4,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,63.12,12.92,,,61.80,953.16,50.2,0
72,110907,0,--:--:--,PAD,11.29,946.07,31.26,587.2,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,62.94,12.74,,,62.80,953.16,50.2,0
73,113175,0,--:--:--,PAD,11.31,946.11,31.26,586.9,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,62.58,12.38,,,65.06,953.16,50.2,0
74,114610,0,--:--:--,PAD,11.32,946.15,31.27,586.5,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,62.23,12.03,,,66.50,953.16,50.2,0
75,115610,0,--:--:--,PAD,11.32,946.15,31.27,586.5,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,62.23,12.03,,,67.50,953.16,50.2,0
76,116610,0,--:--:--,PAD,11.32,946.23,31.28,585.8,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,61.52,11.32,,,68.50,953.16,50.2,0
77,118543,0,--:--:--,PAD,11.33,946.25,31.27,585.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,61.34,11.14,,,70.43,953.16,50.2,0
78,119543,0,--:--:--,PAD,11.33,946.25,31.28,585.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,61.34,11.14,,,71.43,953.16,50.2,0
79,120543,0,--:--:--,PAD,11.34,946.29,31.28,585.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,60.98,10.78,,,72.43,953.16,50.2,0
81,124387,0,--:--:--,PAD,11.35,946.33,31.28,585.0,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,60.63,10.43,,,76.28,953.16,50.2,0
82,125387,0,--:--:--,PAD,11.35,946.33,31.28,585.0,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,60.63,10.43,,,77.28,953.16,50.2,0
83,126387,0,--:--:--,PAD,11.36,946.41,31.29,584.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,59.91,9.71,,,78.28,953.16,50.2,0
84,128571,0,--:--:--,PAD,11.36,946.41,31.28,584.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,59.91,9.71,,,80.46,953.16,50.2,0
85,130053,0,--:--:--,PAD,11.37,946.46,31.28,583.8,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,59.47,9.27,,,81.94,953.16,50.2,0
86,131074,0,--:--:--,PAD,11.38,946.48,31.28,583.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,59.29,9.09,,,82.96,953.16,50.2,0
87,132074,0,--:--:--,PAD,11.38,946.48,31.30,583.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,59.29,9.09,,,83.96,953.16,50.2,0
88,133638,0,--:--:--,PAD,11.39,946.50,31.29,583.5,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,59.11,8.91,,,85.53,953.16,50.2,0
89,134956,0,--:--:--,PAD,11.39,946.54,31.29,583.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,58.76,8.56,,,86.84,953.16,50.2,0
90,135956,0,--:--:--,PAD,11.40,946.54,31.28,583.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,58.76,8.56,,,87.84,953.16,50.2,0
91,136956,0,--:--:--,PAD,11.40,946.56,31.30,582.9,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,58.58,8.38,,,88.84,953.16,50.2,0
92,139939,0,--:--:--,PAD,11.42,946.62,31.30,582.4,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,58.04,7.84,,,91.83,953.16,50.2,0
93,140939,0,--:--:--,PAD,11.43,946.64,31.31,582.2,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,57.87,7.67,,,92.83,953.16,50.2,0
94,141939,0,--:--:--,PAD,11.43,946.66,31.31,582.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,57.69,7.49,,,93.83,953.16,50.2,0
95,144039,0,--:--:--,PAD,11.44,946.70,31.31,581.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,57.33,7.13,,,95.93,953.16,50.2,0
96,145572,0,--:--:--,PAD,11.44,946.70,31.32,581.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,57.33,7.13,,,97.46,953.16,50.2,0
97,146572,0,--:--:--,PAD,11.45,946.74,31.32,581.4,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,56.98,6.78,,,98.46,953.16,50.2,0
98,147572,0,--:--:--,PAD,11.46,946.76,31.31,581.2,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,56.80,6.60,,,99.46,953.16,50.2,0
99,149059,0,--:--:--,PAD,11.46,946.80,31.32,580.8,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,56.44,6.24,,,100.95,953.16,50.2,0
100,150421,0,--:--:--,PAD,11.48,946.82,31.32,580.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,56.26,6.06,,,102.31,953.16,50.2,0
101,151421,0,--:--:--,PAD,11.48,946.82,31.31,580.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,56.26,6.06,,,103.31,953.16,50.2,0
102,152421,0,--:--:--,PAD,11.49,946.88,31.32,580.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,55.73,5.53,,,104.31,953.16,50.2,0
103,155391,0,--:--:--,PAD,11.50,946.93,31.32,579.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,55.29,5.09,,,107.28,953.16,50.2,0
104,156391,0,--:--:--,PAD,11.51,946.93,31.32,579.7,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,55.29,5.09,,,108.28,953.16,50.2,0
105,157391,0,--:--:--,PAD,11.52,946.95,31.33,579.5,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0,55.11,4.91,,,109.28,953.16,50.2,0
106,159560,0,--:--:--,PAD,11.53,947.03,31.33,578.8,0.00,0.00,69.234711,16.039322,54.6,0.17,0.0,7,1,0,0,0,54.40,4.20,4.40,0.20,111.45,953.16,50.2,1
107,161206,0,--:--:--,PAD,11.54,947.05,31.33,578.7,0.00,0.00,69.234711,16.039324,54.3,0.08,0.0,7,1,0,0,0,54.22,4.02,4.10,0.08,113.09,953.16,50.2,1
108,162206,0,--:--:--,PAD,11.54,947.09,31.34,578.3,0.00,0.00,69.234711,16.039324,54.3,0.08,0.0,7,1,0,0,0,53.86,3.66,4.10,0.44,114.09,953.16,50.2,1
109,163206,0,--:--:--,PAD,11.55,947.09,31.33,578.3,0.00,0.00,69.234711,16.039322,54.0,0.35,0.0,7,1,0,0,0,53.86,3.66,3.80,0.14,115.09,953.16,50.2,1
110,166047,0,--:--:--,PAD,11.57,947.15,31.35,577.8,0.00,0.00,69.234718,16.039322,53.6,0.90,0.0,7,1,0,0,0,53.33,3.13,3.40,0.27,117.94,953.16,50.2,1
111,167047,0,--:--:--,PAD,11.57,947.17,31.34,577.6,0.00,0.00,69.234718,16.039322,53.6,0.90,0.0,7,1,0,0,0,53.15,2.95,3.40,0.45,118.94,953.16,50.2,1
112,168047,0,--:--:--,PAD,11.58,947.21,31.34,577.3,0.00,0.00,69.234726,16.039322,53.4,0.77,0.0,7,1,0,0,0,52.79,2.59,3.20,0.61,119.94,953.16,50.2,1
113,171840,0,--:--:--,PAD,11.60,947.27,31.34,576.7,0.00,0.00,69.234718,16.039326,53.0,0.00,0.0,7,1,0,0,0,52.26,2.06,2.80,0.74,123.73,953.16,50.2,1
114,172840,0,--:--:--,PAD,11.61,947.29,31.35,576.6,0.00,0.00,69.234718,16.039326,53.0,0.00,0.0,7,1,0,0,0,52.08,1.88,2.80,0.92,124.73,953.16,50.2,1
115,173840,0,--:--:--,PAD,11.62,947.33,31.35,576.2,0.00,0.00,69.234718,16.039328,52.8,0.00,0.0,7,1,0,0,0,51.73,1.53,2.60,1.07,125.73,953.16,50.2,1
116,177659,0,--:--:--,PAD,11.64,947.41,31.35,575.5,0.00,0.00,69.234718,16.039316,50.8,0.86,0.0,8,1,0,0,0,51.02,0.82,0.60,-0.22,129.55,953.16,50.2,1
117,178672,0,--:--:--,PAD,11.65,947.41,31.36,575.5,0.00,0.00,69.234734,16.039297,50.5,1.23,321.6,8,1,0,0,0,51.02,0.82,0.30,-0.52,130.56,953.16,50.2,1
118,179672,0,--:--:--,PAD,11.66,947.47,31.37,575.0,0.00,0.00,69.234734,16.039297,50.5,1.23,321.6,8,1,0,0,0,50.48,0.28,0.30,0.02,131.56,953.16,50.2,1
